source,,target
889083687,,470577088,,86.67
895599119,,470577088,,13.33
220324117,,895599119,,80.0
400281485,,889083687,,100.0
433787562,,889083687,,15.47
400281485,,433787562,,99.99
403271857,,400281485,,99.99
405371710,,400281485,,0.21
461896677,,220324117,,26.82
461896677,,426625794,,100.0
461896677,,548956850,,59.63
461896677,,820896746,,51.58
220324117,,422112920,,100.0
220324117,,436825642,,25.06
220324117,,454982260,,17.64
220324117,,461503036,,11.55
220324117,,461612904,,17.26
220324117,,474964260,,21.4
220324117,,506792732,,53.15
220324117,,515977741,,72.06
220324117,,518890018,,3.31
220324117,,518892392,,0.42
220324117,,518893085,,11.97
220324117,,518894273,,3.15
220324117,,553654917,,25.27
220324117,,555874930,,16.56
220324117,,556903328,,28.18
220324117,,564887616,,53.6
220324117,,649467260,,87.02
220324117,,649472705,,0.01
220324117,,649473594,,0.01
220324117,,649474188,,0.01
220324117,,649474782,,0.01
220324117,,661638879,,57.34
220324117,,677862724,,38.68
220324117,,680947918,,33.73
220324117,,692551492,,99.99
220324117,,692678384,,59.0
220324117,,692679671,,59.0
220324117,,692680265,,59.0
220324117,,692681057,,59.0
220324117,,692681948,,74.82
220324117,,811702334,,88.3
220324117,,820802914,,99.99
220324117,,823740430,,0.0
220324117,,823741915,,0.08
220324117,,823743893,,18.58
220324117,,824472383,,10.27
220324117,,824587397,,2.7
220324117,,839659912,,52.0
220324117,,865349470,,12.2
220324117,,878764174,,50.17
220324117,,887077371,,100.0
220324117,,887140224,,72.0
220324117,,887141115,,70.0
220324117,,887142303,,72.0
220324117,,887290177,,22.5
220324117,,891786920,,50.0
220324117,,893833224,,72.0
220324117,,893837083,,0.01
220324117,,894555972,,10.67
220324117,,895599119,,80.0
220324117,,898723509,,22.07
820896746,,547703075,,28.84
454982260,,400210518,,99.92
454982260,,401276132,,99.9
454982260,,401305133,,99.0
454982260,,401330075,,99.99
454982260,,401403519,,99.99
454982260,,402316705,,99.99
454982260,,402336796,,99.99
454982260,,403560184,,99.96
454982260,,404155745,,95.01
454982260,,404790896,,99.99
454982260,,405487120,,99.94
454982260,,405521168,,99.0
454982260,,405548585,,99.99
454982260,,405688444,,99.91
454982260,,407033576,,99.97
454982260,,412042340,,99.99
454982260,,412735493,,99.99
454982260,,416622621,,0.25
454982260,,417628847,,67.38
454982260,,426355976,,99.99
454982260,,435646004,,99.98
454982260,,438495329,,95.01
454982260,,448295693,,99.94
454982260,,464728681,,99.98
506792732,,423829721,,100.0
506792732,,427262630,,99.9
506792732,,653809593,,99.99
506792732,,821484090,,50.0
506792732,,872167382,,100.0
556903328,,463321092,,99.0
564887616,,442377210,,99.98
661638879,,456536537,,99.99
811702334,,890354387,,99.99
839659912,,526979818,,24.67
839659912,,564887616,,0.83
865349470,,827554015,,49.45
878764174,,898723509,,28.8
891786920,,535709719,,6.0
891786920,,547938350,,10.98
891786920,,553655511,,50.0
891786920,,556884324,,99.5
891786920,,663732792,,99.99
894555972,,547938350,,39.02
894555972,,627658789,,39.47
894555972,,666468192,,99.99
894555972,,807734044,,50.0
894555972,,811412621,,49.0
894555972,,817542229,,99.99
894555972,,829649116,,87.43
894555972,,835960054,,81.0
894555972,,841641086,,39.47
894555972,,843425886,,74.99
894555972,,883744927,,99.99
895599119,,470577088,,13.33